"AÑOHECHO","Lugarhech","UNIDAD","Mes","RANGOetario","JovenAdulto","Genero","NACIONALIDAD","Camión","CeldaPabellón","HPC","Tránsito","LeoneraSaladeEspera","BuzonesCeldadeAislamiento","OficinaAdministrativa","OtroLugar","AgentesdeRequisa","AgentedeSeguridadInternaoJefe","DirectordelaUnidad","AgentesdeDivisiónTrasportes","MédicoEnfermero","AgentedelaPolicía","OtroAgente","MASDE1","BIENVENIDA","AISLAMIENTO","REQUISAS","TRASLADOS","REITEGROS","CIRCULACIÓN","MOTINES","RECLAMO","Reclamo_ind","OTROS","REQXCONFLICTO","RECUENTOS","REINTEG","PUÑOS","OIDOS","PATADAS","CACHEADAS","ASFIXIA","PUNTAZOSCORTES","PICANA","PILAHUM","PUENTE","QUEMADURAS","DUCHAFRI","ABUSOSEXUAL","GASPIMIENTA","PATA.PATA","OTROS_","PALOSES","ESCUDOS","ARMASBLA","BORCEGUÍES","ITAKAS","BALDEGOM","CABLESSOGAS","OTRO","BOMBA","PATGEN","PISO","ESPALDAS","ESPATADO","VENDADOS","DESNUDAR","ESCUPIT","PELOS","OTRACIR","CABEZA","EXTREMIDADES","ESPALDA","CARA","GENITALES","TOBILLOS","COSTILLAS","PLANTAPIE","TORSO","LESIONES","XDENUNC","PLACA","IDENTAGRE","AMEXDEN","SINLESIONES","SANCIONpostagresion"
2012,"Unidad penitenciaria","CPF II- Marcos Paz","Diciembre","45 a 54 años","Mayor","Varón","Extranjera","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","No pudo ver / no recuerda","SI, a todos","NO","NO","NO"
2012,"Unidad penitenciaria","U8- Instituto Penitenciario Federal de Jujuy","Enero","Sin dato","Sin datos","Varón","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Sin datos","18 a 24 años","Mayor","Varón","Argentina","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","SI","SI","NO","NO","NO","SI","NO","SI","NO","NO","SI","NO","NO","SI","NO","NO","SI, a todos","NO","NO","NO"
2013,"Unidad penitenciaria","U7- Prisión Regional del Norte","Sin datos","18 a 24 años","Mayor","Varón","Argentina","NO","NO","SI","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","SI","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","SI","SI","NO","SI, a todos","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Sin datos","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","No pudo ver / no recuerda","SI, a todos","SI","SI","NO"
2013,"Unidad penitenciaria","CPF II- Marcos Paz","Sin datos","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","No pudo ver / no recuerda","SI, a todos","NO","NO","NO"
2013,"Unidad penitenciaria","U7- Prisión Regional del Norte","Marzo","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","SI","NO","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF III - Güemes","Octubre","35 a 44 años","Mayor","Mujer","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","SI, a todos","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","Complejo Federal de Jóvenes Adultos","Noviembre","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","NO","No pudo ver / no recuerda","NO","Sin datos","NO","NO"
2013,"Unidad penitenciaria","Complejo Federal de Jóvenes Adultos","Noviembre","18 a 24 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","SI","NO","No pudo ver / no recuerda","Sí, a algunos","NO","NO","NO"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","SI","NO","SI","SI","Sin datos","No pudo ver / no recuerda","NO","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","Sin dato","Sin datos","Varón","Sin datos","NO","SI","NO","SI","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","NO","SI","NO","SI","SI","NO","NO","SI","SI","NO","SI","NO","SI","SI","SI","SI","SI","NO","No pudo ver / no recuerda","NO","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","NO","SI","Sin datos"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","SI","SI","NO","NO","SI","NO","NO","SI, a todos","SI","SI","SI"
2013,"Unidad penitenciaria","CPF III - Güemes","Enero","35 a 44 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","SI, a todos","SI","NO","NO"
2013,"Unidad penitenciaria","CPF IV de Mujeres de Ezeiza","Enero","18 a 24 años","Mayor","Mujer","Argentina","NO","SI","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NO","SI","SI","SI","SI","NO","NO","SI","NO","NO","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF IV de Mujeres de Ezeiza","Enero","18 a 24 años","Mayor","Mujer","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","SI","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","SI","NO","SI","NO","SI","SI","SI","SI","NO","NO","SI","NO","NO","SI","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF IV de Mujeres de Ezeiza","Enero","18 a 24 años","Joven Adulto","Mujer","Extranjera","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","SI","NO","SI","NO","SI","SI","SI","SI","NO","NO","SI","NO","NO","SI","NO","SI","SI, a todos","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","SI","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","Anexo CPFJA (Mod 5 CPF II)","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","SI","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","Complejo Federal de Jóvenes Adultos","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","SI","SI","NO"
2013,"Unidad penitenciaria","Complejo Federal de Jóvenes Adultos","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","SI","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","SI","SI","NO"
2013,"Unidad penitenciaria","CPF II- Marcos Paz","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","NO","NO","NO","Sin datos","NO","Sin datos","NO","SI","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","SI","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI, a todos","SI","SI","SI"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","35 a 44 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","NO","NO","SI","NO","No pudo ver / no recuerda","NO","NO","SI","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","Sin datos","SI","NO","SI","SI","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","NO","NO","NO","SI","NO","No pudo ver / no recuerda","NO","SI","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Noviembre","35 a 44 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","SI","SI, a todos","SI","SI","SI"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","35 a 44 años","Mayor","Varón","Argentina","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","SI","SI","NO","NO","SI","SI","SI","SI, a todos","Sin datos","Sin datos","Sin datos"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","SI","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","NO","NO","SI","SI","Sin datos","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","SI","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI, a todos","NO","NO","SI"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","SI","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","SI","SI","SI","NO","SI","NO","NO","NO","SI","SI","SI","NO","NO","SI","SI","NO","NO","SI","NO","NO","SI, a todos","SI","SI","SI"
2013,"Unidad penitenciaria","U6 - Instituto de Seguridad y Resocialización","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","SI","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","SI","SI","SI"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","U7- Prisión Regional del Norte","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI, a todos","Sin datos","NO","NO"
2013,"Unidad penitenciaria","U7- Prisión Regional del Norte","Enero","18 a 24 años","Joven Adulto","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI, a todos","Sin datos","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","Sin datos","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","SI, a todos","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","25 a 34 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","Sin datos","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","NO","SI","NO","NO","Sin datos","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","SI","NO","NO","SI","NO","NO","No pudo ver / no recuerda","NO","NO","NO","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","NO","NO","NO","SI","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","Sin datos","NO","NO","SI","NO","SI","SI","NO","NO","Sin datos","NO","NO","NO","SI","NO","Sin datos","NO","NO","SI","NO","NO","NO","NO","NO","Sin datos","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","SI","SI","SI","NO","NO","NO","SI","NO","SI","SI","NO","No pudo ver / no recuerda","NO","SI","SI","NO"
2013,"Unidad penitenciaria","CPF I- Ezeiza","Enero","18 a 24 años","Mayor","Varón","Argentina","NO","SI","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","NO","NO","NO","NO","NO","SI","NO","Sin datos","NO","NO","NO","NO","NO","Sin datos","NO","SI","NO","NO","NO","NO","NO","NO","Sin datos","SI","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","No pudo ver / no recuerda","SI, a todos","NO","NO","NO"
